ID Group,Group,ID Industry,Industry,ID Year,Year,ID State,State,Workforce by Industry and Gender,Workforce by Industry and Gender Moe,ACS Industry yg RCA,Geography,ID Geography,Slug Geography,Median Earnings,Median Earnings Moe,Workforce Prev,Workforce Growth,Median Earnings Prev,Median Earnings Growth,Share
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2022,"2022","04000US48","Texas",14654,1041.4917186420637,1.357697744598643,"Austin, TX","16000US4805000","austin-tx",114313,16831,14790,-0.9195402298850575,105161,8.702846112151844,2.5683764054298006
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2022,"2022","04000US48","Texas",100078,2972.161671241993,2.2351555224895296,"Austin, TX","16000US4805000","austin-tx",181949,5700,91738,9.091107283786435,165519,9.926352865834135,17.540464985847116
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2022,"2022","04000US48","Texas",773,233.95084953895767,0.9774188167367783,"Austin, TX","16000US4805000","austin-tx",205449,77987,820,-5.731707317073171,239375,-14.172741514360313,0.1354821182883333
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2022,"2022","04000US48","Texas",24258,1658.8758241652688,1.0245391084279374,"Austin, TX","16000US4805000","austin-tx",74292,6980,23238,4.389362251484638,68979,7.702344191710521,4.251649709493388
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2022,"2022","04000US48","Texas",55978,2233.469274469653,1.0532213707017013,"Austin, TX","16000US4805000","austin-tx",101326,6195,56753,-1.3655665779782566,92282,9.800394443120002,9.811148793718397
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2022,"2022","04000US48","Texas",54569,2098.7472453823493,0.6863110830875516,"Austin, TX","16000US4805000","austin-tx",112837,5082,51865,5.213535139303962,101408,11.270313979173242,9.564196265040179
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2022,"2022","04000US48","Texas",12716,1181.1964273566018,1.0701837312248823,"Austin, TX","16000US4805000","austin-tx",64782,8564,11938,6.517004523370749,64926,-0.22179096201829776,2.2287071360342123
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2022,"2022","04000US48","Texas",41383,1934.216378795299,1.054083523959098,"Austin, TX","16000US4805000","austin-tx",49491,4719,42800,-3.310747663551402,45458,8.871925733644243,7.253113196799607
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2022,"2022","04000US48","Texas",26034,1449.5106070670888,0.9655592534255137,"Austin, TX","16000US4805000","austin-tx",,,25648,1.5049906425452277,,NaN,4.562925572468912
12,"Public Administration (Group)",19,"Public Administration",2022,"2022","04000US48","Texas",30578,1596.97370047224,1.1438913950132892,"Austin, TX","16000US4805000","austin-tx",132003,7119,30290,0.950808847804556,123065,7.262828586519319,5.35934309575764
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2021,"2021","04000US48","Texas",1088,330.21508142421357,0.16295781506382448,"Austin, TX","16000US4805000","austin-tx",80214,27138,1222,-10.965630114566286,67192,19.38028336706751,0.19582221934248367
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2021,"2021","04000US48","Texas",2202,388.1043674065006,0.8654086089860297,"Austin, TX","16000US4805000","austin-tx",150505,53081,2290,-3.8427947598253276,131105,14.797299874146677,0.39632401377954884
1,"Construction (Group)",2,"Construction",2021,"2021","04000US48","Texas",36104,1915.959550721257,0.9550331894087032,"Austin, TX","16000US4805000","austin-tx",85314,6923,37902,-4.743812991398871,79116,7.834066434096769,6.498129969798742
2,"Manufacturing (Group)",3,"Manufacturing",2021,"2021","04000US48","Texas",39506,2001.1459217158554,0.7094710077863368,"Austin, TX","16000US4805000","austin-tx",138225,9037,39020,1.2455151204510506,129597,6.657561517627723,7.110434372558972
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2021,"2021","04000US48","Texas",10097,909.7977797291001,0.730807485766962,"Austin, TX","16000US4805000","austin-tx",131124,17243,11147,-9.419574773481653,116846,12.219502593156804,1.817294989614943
4,"Retail Trade (Group)",5,"Retail Trade",2021,"2021","04000US48","Texas",50816,2190.909628442031,0.8349745658264222,"Austin, TX","16000US4805000","austin-tx",63297,3951,54073,-6.02333881974368,60059,5.391365157595032,9.146049538701886
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2021,"2021","04000US48","Texas",16697,1363.824402186733,0.6230024544783315,"Austin, TX","16000US4805000","austin-tx",74399,7575,15980,4.48685857321652,73216,1.6157670454545456,3.0051871290086862
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2021,"2021","04000US48","Texas",3214,458.2597516692908,0.6965471167342584,"Austin, TX","16000US4805000","austin-tx",152687,23771,3196,0.5632040050062578,163395,-6.553444107836837,0.5784674751532561
6,"Information (Group)",8,"Information",2021,"2021","04000US48","Texas",21561,1706.8450427616444,2.0164580579014957,"Austin, TX","16000US4805000","austin-tx",125846,13779,21726,-0.7594587130626899,117188,7.388128477318497,3.8806276390103775
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2021,"2021","04000US48","Texas",24441,1569.3122697538563,0.9287557733713808,"Austin, TX","16000US4805000","austin-tx",150540,16678,24253,0.775161835649198,135293,11.269614835948644,4.398980572564011
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2021,"2021","04000US48","Texas",14790,1178.019524456195,1.3870456281649721,"Austin, TX","16000US4805000","austin-tx",105161,11422,15404,-3.985977668138146,104086,1.032799800165248,2.6619582941868876
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2021,"2021","04000US48","Texas",91738,2827.5206453711353,2.160812755630466,"Austin, TX","16000US4805000","austin-tx",165519,5481,87351,5.0222664880768395,152014,8.884050153275357,16.51134077025806
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2021,"2021","04000US48","Texas",820,254.65663156493687,1.0378972019483013,"Austin, TX","16000US4805000","austin-tx",239375,173166,712,15.168539325842698,189910,26.04654836501501,0.1475865991367984
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2021,"2021","04000US48","Texas",23238,1479.2122903761988,1.0045310529047855,"Austin, TX","16000US4805000","austin-tx",68979,7380,23946,-2.9566524680531194,63440,8.73108448928121,4.182460232610879
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2021,"2021","04000US48","Texas",56753,2274.7083329517213,1.0945526163497852,"Austin, TX","16000US4805000","austin-tx",92282,5153,57376,-1.085819854991634,87860,5.033007056681083,10.214612513183804
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2021,"2021","04000US48","Texas",51865,2153.546145314746,0.6666879931352084,"Austin, TX","16000US4805000","austin-tx",101408,5539,53912,-3.7969283276450514,97502,4.006071670324711,9.334852395402498
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2021,"2021","04000US48","Texas",11938,1068.5565029515285,1.0254703785227695,"Austin, TX","16000US4805000","austin-tx",64926,10034,13119,-9.002210534339508,60965,6.497170507668335,2.1486449030428036
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2021,"2021","04000US48","Texas",42800,2082.4209468788968,1.0984218331311155,"Austin, TX","16000US4805000","austin-tx",45458,4522,43472,-1.5458225984541774,45094,0.8072027320707855,7.70330054031094
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2021,"2021","04000US48","Texas",25648,1512.9058133274523,0.9713948726648768,"Austin, TX","16000US4805000","austin-tx",,,26908,-4.682622268470343,,NaN,4.616220847147079
12,"Public Administration (Group)",19,"Public Administration",2021,"2021","04000US48","Texas",30290,1573.5742753362488,1.1604633264111517,"Austin, TX","16000US4805000","austin-tx",123065,5003,29580,2.4002704530087895,114631,7.357521089408624,5.451704985187345
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2020,"2020","04000US48","Texas",1222,334.5743564590687,0.17705835411432969,"Austin, TX","16000US4805000","austin-tx",67192,35727,1239,-1.3720742534301855,62550,7.421262989608314,0.21721007698337508
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2020,"2020","04000US48","Texas",2290,377.8160928282436,0.8505774171152478,"Austin, TX","16000US4805000","austin-tx",131105,40762,2580,-11.24031007751938,144442,-9.2334639509284,0.4070467072765376
1,"Construction (Group)",2,"Construction",2020,"2020","04000US48","Texas",37902,1943.3604915197798,1.0082707372164277,"Austin, TX","16000US4805000","austin-tx",79116,7844,39781,-4.723360398180035,74892,5.640121775356513,6.737067379561279
2,"Manufacturing (Group)",3,"Manufacturing",2020,"2020","04000US48","Texas",39020,1606.9474166879263,0.6923106523305448,"Austin, TX","16000US4805000","austin-tx",129597,11368,38884,0.3497582553235264,134719,-3.8019878413586796,6.935791492546069
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2020,"2020","04000US48","Texas",11147,983.3788690021767,0.7776743251500109,"Austin, TX","16000US4805000","austin-tx",116846,12619,10611,5.051361794364339,114322,2.2077990238099403,1.9813753912714254
4,"Retail Trade (Group)",5,"Retail Trade",2020,"2020","04000US48","Texas",54073,2419.2207423052573,0.8713655136085015,"Austin, TX","16000US4805000","austin-tx",60059,3498,51031,5.961082479277302,59772,0.4801579334805595,9.61145703168743
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2020,"2020","04000US48","Texas",15980,1315.4926833699988,0.6073510234890173,"Austin, TX","16000US4805000","austin-tx",73216,11505,14743,8.390422573424676,74401,-1.592720527949893,2.840439468244136
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2020,"2020","04000US48","Texas",3196,535.2803004034429,0.6884774067829135,"Austin, TX","16000US4805000","austin-tx",163395,28749,3016,5.968169761273209,144724,12.901108316519721,0.5680878936488271
6,"Information (Group)",8,"Information",2020,"2020","04000US48","Texas",21726,1705.7268245530993,1.9630283494163783,"Austin, TX","16000US4805000","austin-tx",117188,7453,19187,13.232918121644863,114879,2.0099408943322974,3.8617889791659628
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2020,"2020","04000US48","Texas",24253,1563.1385095377825,0.9221400717835102,"Austin, TX","16000US4805000","austin-tx",135293,13024,24039,0.8902200590706769,127633,6.001582662790971,4.310962354400815
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2020,"2020","04000US48","Texas",15404,1221.9623562123345,1.4080089554485296,"Austin, TX","16000US4805000","austin-tx",104086,11777,15546,-0.9134182426347612,97825,6.400204446716075,2.7380556676365875
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2020,"2020","04000US48","Texas",87351,2710.6062052611032,2.0907357266335143,"Austin, TX","16000US4805000","austin-tx",152014,5439,80071,9.091930911316206,145808,4.256282234170965,15.526610011927003
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2020,"2020","04000US48","Texas",712,224.64416306683776,0.9105365253187802,"Austin, TX","16000US4805000","austin-tx",189910,110266,796,-10.552763819095476,164435,15.49244382278712,0.126557753528775
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2020,"2020","04000US48","Texas",23946,1503.4496998569657,1.0178535675484048,"Austin, TX","16000US4805000","austin-tx",63440,5660,25395,-5.7058476077968105,60264,5.270144696667995,4.256393210674222
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2020,"2020","04000US48","Texas",57376,2161.9030968107704,1.0951794562330828,"Austin, TX","16000US4805000","austin-tx",87860,5275,56335,1.8478743232448742,83068,5.768767756536813,10.19856413829634
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2020,"2020","04000US48","Texas",53912,2147.5567512873786,0.6853086917976685,"Austin, TX","16000US4805000","austin-tx",97502,5219,53371,1.0136591032583238,93233,4.578850836077355,9.58283933742039
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2020,"2020","04000US48","Texas",13119,1089.0188244470341,1.0815908104007086,"Austin, TX","16000US4805000","austin-tx",60965,9099,12676,3.49479331019249,58571,4.087346980587663,2.3318977086292123
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2020,"2020","04000US48","Texas",43472,1851.1415396992204,1.0668489429769237,"Austin, TX","16000US4805000","austin-tx",45094,3007,45246,-3.920788577995845,45231,-0.3028896111074263,7.727132951408578
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2020,"2020","04000US48","Texas",26908,1583.743981835448,0.9919350445999469,"Austin, TX","16000US4805000","austin-tx",,,26847,0.22721346891645247,,NaN,4.782887685326233
12,"Public Administration (Group)",19,"Public Administration",2020,"2020","04000US48","Texas",29580,1578.9696007206726,1.1272413601161042,"Austin, TX","16000US4805000","austin-tx",114631,5597,29509,0.2406045613202752,114375,0.22382513661202186,5.257834760366804
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2019,"2019","04000US48","Texas",1239,302.80356668969404,0.1786079310620789,"Austin, TX","16000US4805000","austin-tx",62550,18942,1239,0,56293,11.115058710674507,0.22490347665559995
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2019,"2019","04000US48","Texas",2580,448.56326198207535,0.9134021727207361,"Austin, TX","16000US4805000","austin-tx",144442,34361,2120,21.69811320754717,144974,-0.3669623518699905,0.46832200950076514
1,"Construction (Group)",2,"Construction",2019,"2019","04000US48","Texas",39781,2078.8814300002778,1.0953833150392358,"Austin, TX","16000US4805000","austin-tx",74892,8397,38022,4.626269002156646,70305,6.524429272455729,7.221053434089122
2,"Manufacturing (Group)",3,"Manufacturing",2019,"2019","04000US48","Texas",38884,1530.697226756487,0.6982810117854562,"Austin, TX","16000US4805000","austin-tx",134719,11043,38587,0.7696892735895509,124936,7.830409169494781,7.058229851716183
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2019,"2019","04000US48","Texas",10611,880.1164695652502,0.7425326598297101,"Austin, TX","16000US4805000","austin-tx",114322,11590,10396,2.0681031165833015,100629,13.607409394906043,1.9261104041909374
4,"Retail Trade (Group)",5,"Retail Trade",2019,"2019","04000US48","Texas",51031,1806.0609070571234,0.8306749560465023,"Austin, TX","16000US4805000","austin-tx",59772,2758,51953,-1.774680961638404,57253,4.399769444395927,9.263155219702925
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2019,"2019","04000US48","Texas",14743,1086.7865475796063,0.5887332264126651,"Austin, TX","16000US4805000","austin-tx",74401,9920,14404,2.3535129130797,75162,-1.012479710492004,2.6761517000270465
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2019,"2019","04000US48","Texas",3016,421.2956206750789,0.6690236263045092,"Austin, TX","16000US4805000","austin-tx",144724,24122,2941,2.550153009180551,136204,6.255322898005932,0.54746479870322
6,"Information (Group)",8,"Information",2019,"2019","04000US48","Texas",19187,1181.9124333045997,1.7316960282423821,"Austin, TX","16000US4805000","austin-tx",114879,6521,18048,6.310948581560284,105942,8.435747862037719,3.4828272853841784
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2019,"2019","04000US48","Texas",24039,1308.147545195113,0.9458655584813053,"Austin, TX","16000US4805000","austin-tx",127633,9650,23328,3.0478395061728394,122610,4.096729467417013,4.363563095499571
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2019,"2019","04000US48","Texas",15546,1121.2568840368383,1.452693185627431,"Austin, TX","16000US4805000","austin-tx",97825,7907,15012,3.557154276578737,95877,2.0317698718149297,2.8219123874801917
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2019,"2019","04000US48","Texas",80071,2033.8977358756267,2.0197555595779795,"Austin, TX","16000US4805000","austin-tx",145808,4500,73929,8.307971161519836,142620,2.2353106156219322,14.53450062896735
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2019,"2019","04000US48","Texas",796,207.24140512938044,1.1327548585325111,"Austin, TX","16000US4805000","austin-tx",164435,95719,835,-4.6706586826347305,121402,35.44669774797779,0.14449004634209653
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2019,"2019","04000US48","Texas",25395,1633.3784007387876,1.0840355539084963,"Austin, TX","16000US4805000","austin-tx",60264,4309,25054,1.36106011016205,56954,5.811707693928433,4.609704430725555
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2019,"2019","04000US48","Texas",56335,1955.1828558986497,1.1034679129149305,"Austin, TX","16000US4805000","austin-tx",83068,5092,55433,1.627189580213952,81057,2.480970181477232,10.225938141560311
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2019,"2019","04000US48","Texas",53371,1772.4130444114883,0.6979929042597641,"Austin, TX","16000US4805000","austin-tx",93233,4510,51757,3.11841876461155,88269,5.623718406235485,9.687912391110595
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2019,"2019","04000US48","Texas",12676,840.0476176979494,1.0456123785794156,"Austin, TX","16000US4805000","austin-tx",58571,10336,12684,-0.06307158625039419,53104,10.294893040072312,2.3009495319502706
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2019,"2019","04000US48","Texas",45246,1842.8423698189708,1.1005985666270186,"Austin, TX","16000US4805000","austin-tx",45231,2007,45227,0.042010303579720076,43133,4.864025224306215,8.213061101500626
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2019,"2019","04000US48","Texas",26847,1246.5071199154863,1.0030711242812822,"Austin, TX","16000US4805000","austin-tx",,,25316,6.047558856059409,,NaN,4.873271701188775
12,"Public Administration (Group)",19,"Public Administration",2019,"2019","04000US48","Texas",29509,1285.9661737386407,1.1625901877271048,"Austin, TX","16000US4805000","austin-tx",114375,4581,28511,3.500403353091789,108693,5.227567552648284,5.356478363704681
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2018,"2018","04000US48","Texas",1239,283.8045101826255,0.1803518793998494,"Austin, TX","16000US4805000","austin-tx",56293,24485,1183,4.733727810650888,49584,13.530574378831881,0.23167712548336186
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2018,"2018","04000US48","Texas",2120,359.94027282314494,0.7282740715321075,"Austin, TX","16000US4805000","austin-tx",144974,29735,2130,-0.4694835680751174,133618,8.49885494469308,0.3964128377923545
1,"Construction (Group)",2,"Construction",2018,"2018","04000US48","Texas",38022,2026.082920316935,1.0996780229102217,"Austin, TX","16000US4805000","austin-tx",70305,5547,37947,0.19764408253616886,68463,2.6905043600192804,7.10962684836835
2,"Manufacturing (Group)",3,"Manufacturing",2018,"2018","04000US48","Texas",38587,1607.1568062886706,0.7086798747424804,"Austin, TX","16000US4805000","austin-tx",124936,7945,37261,3.5586806580607067,117120,6.673497267759562,7.215274609383765
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2018,"2018","04000US48","Texas",10396,817.1077040390697,0.7375138539471113,"Austin, TX","16000US4805000","austin-tx",100629,9791,9868,5.3506282934738545,96441,4.342551404485644,1.94391880268364
4,"Retail Trade (Group)",5,"Retail Trade",2018,"2018","04000US48","Texas",51953,1784.634976682907,0.8606571750475989,"Austin, TX","16000US4805000","austin-tx",57253,2452,51797,0.3011757437689441,53840,6.339153046062407,9.714545359351977
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2018,"2018","04000US48","Texas",14404,1035.8194823423626,0.6116243181927549,"Austin, TX","16000US4805000","austin-tx",75162,9234,13284,8.431195423065342,71321,5.385510578931871,2.6933634507363555
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2018,"2018","04000US48","Texas",2941,426.60168776037443,0.6676852543543821,"Austin, TX","16000US4805000","austin-tx",136204,21730,3037,-3.161014158709253,118781,14.668170835402968,0.549929318843073
6,"Information (Group)",8,"Information",2018,"2018","04000US48","Texas",18048,1071.6809226630844,1.6289866360167653,"Austin, TX","16000US4805000","austin-tx",105942,8500,16764,7.659269863994274,99558,6.412342554089073,3.3747447624888744
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2018,"2018","04000US48","Texas",23328,1188.0235687897778,0.9451758982856212,"Austin, TX","16000US4805000","austin-tx",122610,10249,23004,1.4084507042253522,115142,6.485904361570929,4.362037113217002
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2018,"2018","04000US48","Texas",15012,903.1771697734614,1.4454103411639736,"Austin, TX","16000US4805000","austin-tx",95877,7105,15054,-0.27899561578318055,92105,4.095325986645676,2.8070516608202007
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2018,"2018","04000US48","Texas",73929,2033.505347915269,1.9613660283287624,"Austin, TX","16000US4805000","austin-tx",142620,3596,67659,9.267059814658804,136003,4.865333852929714,13.823775794882534
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2018,"2018","04000US48","Texas",835,234.52291998864422,1.3917593201478324,"Austin, TX","16000US4805000","austin-tx",121402,71198,752,11.037234042553191,158977,-23.635494442592325,0.15613430167764905
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2018,"2018","04000US48","Texas",25054,1428.5982640336645,1.0977072028343333,"Austin, TX","16000US4805000","austin-tx",56954,2987,23401,7.063800692278107,51275,11.07557289127255,4.684776999080023
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2018,"2018","04000US48","Texas",55433,1897.18343867956,1.1218421413985529,"Austin, TX","16000US4805000","austin-tx",81057,5390,54113,2.4393398998392253,78081,3.811426595458562,10.36526077233188
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2018,"2018","04000US48","Texas",51757,1947.2616670596688,0.6978883964686432,"Austin, TX","16000US4805000","austin-tx",88269,4799,49681,4.178659849841992,82224,7.351868067717454,9.677895870574948
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2018,"2018","04000US48","Texas",12684,902.4040115159063,1.081211181468918,"Austin, TX","16000US4805000","austin-tx",53104,5816,12099,4.835110339697496,52741,0.6882690885648736,2.371745487999162
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2018,"2018","04000US48","Texas",45227,1793.2863686539301,1.1280816080040097,"Austin, TX","16000US4805000","austin-tx",43133,2495,44899,0.7305285195661373,39849,8.241110190970916,8.456869535299441
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2018,"2018","04000US48","Texas",25316,1340.5767415556634,0.9690428245983222,"Austin, TX","16000US4805000","austin-tx",,,26660,-5.04126031507877,,NaN,4.733767642241154
12,"Public Administration (Group)",19,"Public Administration",2018,"2018","04000US48","Texas",28511,1288.4506199307755,1.1501360157271547,"Austin, TX","16000US4805000","austin-tx",108693,5397,28274,0.8382259319516163,103257,5.264534123594526,5.331191706744254
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2017,"2017","04000US48","Texas",1183,303.9161068452937,0.17532465104668624,"Austin, TX","16000US4805000","austin-tx",49584,25385,995,18.894472361809044,39251,26.32544393773407,0.2279967698851536
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2017,"2017","04000US48","Texas",2130,355.7105564922132,0.7192912604339027,"Austin, TX","16000US4805000","austin-tx",133618,24259,1943,9.624292331446217,142772,-6.411621326310481,0.41050982236295624
1,"Construction (Group)",2,"Construction",2017,"2017","04000US48","Texas",37947,1741.3618234014434,1.1515421195857565,"Austin, TX","16000US4805000","austin-tx",68463,7361,36799,3.1196499904888717,66052,3.650154423787319,7.313434849393004
2,"Manufacturing (Group)",3,"Manufacturing",2017,"2017","04000US48","Texas",37261,1463.3058463629536,0.6987524146417223,"Austin, TX","16000US4805000","austin-tx",117120,7512,36452,2.219356962580928,118042,-0.7810779214178004,7.181223704725874
